UNIQUE_MEM_ID|DESCRIPTION_UNMASKED|GOOD_DESCRIPTION|PHYSICAL_MERCHANT|STREET|CITY|STATE|LATITUDE|LONGITUDE|FACTUAL_ID|STORE_NUMBER|ZIP_CODE|UNIQUE_TRANSACTION_ID|TRANSACTION_DATE|AMOUNT
1000616410329200|LOVES COUNTRY 00003715 DILLON SC|Love's|||||||003ce840-0f7d-4740-b8d9-977a6aad571e|||17||
1000137232398200|SOLAR PLANET OF PENTAG 703-418-3993 VA||||||||003d2428-9bb3-4334-ba90-3cba6bae4eb9|||18||
1000616410688850|KROGER #767 LEXINGTON KY|The Kroger Co.|||||||003e1816-615c-4ce9-a70f-9541a7ef3968|||19||
1000616411842770|7-ELEVEN 11639 DUNDALK MD|7-Eleven|||||||00413f1c-babd-4177-b6da-8d3b5cc369c9|||20||
1000564015171180|BURGER KING #11326 Q07   ORO VALLEY   AZ|Burger King Corporation|||||||00516c4c-6a02-49e7-8126-c538955f54cd|||21||
1000564012803850|VERRILL FARM             CONCORD      MA|Verrill Farm|||||||0051708a-2549-4326-a41f-431441cc1211|||22||
1000564012113210|STATE LINE LIQUORS       ELKTON       MD||||||||0052f2d9-6a38-4027-a899-a8fe9f04bd5c|||23|5/1/14|124.35
1000564014576180|ALEX BELTWAY LIBERTY     ALEXANDRIA   VA|Liberty|||||||00532e78-df94-4014-9ee5-2f8bffc55c48|||24|5/16/14|28.55
1000564012687210|TINOS CAFE PIZZERIA      EXCELSIOR    MN||||||||00541ee9-22de-4a85-a57f-950a0db7e4a6|||25||
1000000000000000|SUSHI CORTARO            TUCSON       AZ||||||||0058a288-a5ff-4036-b544-b69cf3b584bc|||26|2014.03.14|34.32
1000616411214040|FORT STREET CAFE HONOLULU HI||||||||005c263b-3b73-4769-8173-07eaa151ae80|||27||
1000616411919320|NATIVE FOODS - WESTWOO LOS ANGELES CA||||||||005e9bec-4a8b-407f-820e-75468253a3f3|||28||
1000137210041330|MCDONALD'S F11738|McDonald's|||||||0060e206-31ca-4aa2-87d5-034b2be3add7|||29|5/10/14|10.35
1000616423563720|STROSNIDERS HARDWA POTOMAC MD|Strosniders Hardware Stores|||||||0061ff22-8e94-4a27-a345-440709371c0a|||30|5/13/14|
1000564012132100|PAPA JOHN'S #00651       704-364-4242 NC|Papa Johns Pizza|||||||0062e37d-e93b-4a1a-bedb-a4914c0f8bd3|||31||
1000137237775420|THE WAR ROOM LLC       SEATTLE      WA||||||||00638173-7cfe-4d85-b595-465b4adfd31c|||32||
1000616411672190|CHILI'S IRVINE IRVINE CA|Chili's|||||||00679b3b-507b-488f-9640-970215dc1d9c|||33|5/3/14|20.33
1000816441049160|WALGREENS #5621 000005|Walgreens|||||||00718882-736b-46bd-8e25-02ad75633780|||34|5/9/14|
1000564012370780|EXXONMOBIL    42275263|ExxonMobil|||||||00720cf1-33e8-4c8f-8475-d6d012da0a36|||35||13.75
1000564012370780|EXXONMOBIL    42275263   JACKSONVILLE FL|ExxonMobil|||||||00720cf1-33e8-4c8f-8475-d6d012da0a36|||36||19.25
1000616410440800|WALGREENS #12158 WAPPINGERS FA NY|Walgreens|||||||00738c2c-f92c-4781-b54a-c29825972bc5|||37||
1000616411313960|BJS RESTAURANTS 438 LAGUNA HILLS CA|BJ's Restaurants|||||||00751a1c-a24c-414e-b06d-02fd678d2d49|||38||86.04
1000616422767950|EMPIRE EAST 34 INC NEW YORK NY|EMPIRE EAST INC|||||||007647b6-0f3c-4f0a-a01e-0c2539a67ca2|||39||
1000564012628390|OAKLEY, INC.             08004037449  CA|Oakley|||||||00767cfa-6a20-48e9-9179-11540f94f421|||40||
1000137226285760|JIMMY JOHNS - 588      EDWARDSVILLE IL|Jimmy John's|||||||0077e141-6a17-45e7-844f-c6316f174907|||41||
1000564012269370|CAFE HAI KY              AUSTIN       TX||||||||007bf35d-a335-4539-b3fd-9b6dae7c7dbb|||42||
1000137226285760|SHOP'N SAVE|Shop 'n Save|||||||00822f18-4b05-4f73-ac44-0039b90c72df|||43||
1000137226285760|SHOP'N SAVE            WOOD RIVER   IL|Shop 'n Save|||||||00822f18-4b05-4f73-ac44-0039b90c72df|||44||
1000137220597110|BENNY'S BURRITOS NEW YORK NY 10009 USA|Benny's Burritos Ave A Restaurant|||||||00886bcb-686b-4939-b58a-fb4a5c6c9aec|||45|4/25/14|25.25
1000524411353360|WHOLEFDS LKV 10040  XXXXX0041 CHICAGO IL|Whole Foods|||||||00888c71-3361-487b-aefd-f217fb8a9596|||46||
971000522011048000|INT*HIGH TIDE BEADS BLUFFTON SC 29910 USA|High Tide|||||||0088dfac-29ec-4fd2-88fa-6ea2384f6fe3|||47|5/21/14|112.02
1000137242416570|LAURA PLANTATION       VACHERIE     LA||||||||0089bac6-8bda-40dd-9404-b2cba794d299|||48|5/10/14|
1000137237277850|CIRCLE K 3152          MUKILTEO     WA|Circle K|||||||009429c4-9ede-4319-84f2-5e643cc90637|||49|5/8/14|36.78
1000000000000000|SPLURGE FROZEN YOGURT    PINEVILLE    LA|Splurge|||||||009cb0aa-f569-443d-b6db-8297a72a7a1f|||50|2014.03.12|7.02
1000616411869270|ADWAR CASTING ROCKVILLE CEN NY||||||||00a3fd67-23f3-45d9-8e5c-e6e0a44b240c|||51||
1000000000000000|STONE COVE KIT BAR  HERNDON   ||||||||00a676ed-48f3-4779-a5f7-0159279a7433|||52|2014.03.14|63
1000564014320050|SPEED RACEWAY - PHIL.    HORSHAM      PA||||||||00aa0b1c-2143-468e-9567-3aba9009700d|||53|5/10/14|170
1000564013994990|FREDS         00021782   PHENIX CITY  AL|FRED's|||||||00d2ed9e-ab9c-4b5a-bd7f-3615c7228022|||54|5/19/14|
1000695611226340|THE STEWARD SCHOOL 804-7403394 VA 23238 USA||||||||00dba3fd-140d-4614-a02c-bdb639cd9275|||55||
1000564013857940|RITE AID STORE 5278|Rite Aid|||||||00df03a2-7b2e-4679-b901-d2de5625b7d9|||56||
1000137231843450|WALGREENS #4072        ROXBURY      MA|Walgreens|||||||00e71743-fb81-4dc7-96cf-386605fb36bf|||57||19.64
1000616412440460|U-HAUL OF LAWRENCE LAWRENCE MA|U-Haul International, Inc|||||||00edbbea-64e1-43bd-a35f-857ec3c45815|||58||
1000137220633600|N Y A J  #20 0000000SEEKONK     184         RESTAURANT|Not Your Age|||||||00f60d61-d8e9-4f60-88ea-0a3fa8404741|||59||
1000616410767160|DELI FRESH INC OAKLAND CA|Deli Fresh|||||||00f845ca-5da8-4bc8-86dc-f4ac0728d64c|||60||
1000137226001380|ACAPULCO INN||||||||00fa6518-fbd0-4649-9b3f-5d7e38f780cc|||61|5/25/14|
1501000522010750000|MCDONALD'S F5535|McDonald's|||||||00fd7989-68fd-428e-9323-034b7abfbb54|||62||
1000564013154520|SPROUTS FARMERS MARK     GILBERT      AZ|Sprout's Farmers Market|||||||00ff1d94-a002-475a-abef-62f4f18c5e4e|||63|4/29/14|
1000564013952790|APPLEBEE'S    01000025   EL PASO      TX|Applebee's|||||||0102ebf1-528a-4e9c-95a7-b100a6359ed7|||64||
1000616422271370|ST TROPEZ BISTRO INC ENCINITAS CA||||||||0105065f-5787-4fc7-b1b0-eca8aa3911f1|||65||
1000137226001380|YOJIE JAPANESE FONDUE||||||||0108381e-a98b-4f6c-9bce-b67f6ef51c99|||66|5/22/14|
1000564012562970|COSTCO GAS #0008 000KIRKLAND    000719164   4258936954|Costco Gas|||||||010c0224-81e6-493e-83e9-dd09d47ed736|||67||
1000564012562970|COSTCO WHSE #0008 00KIRKLAND    003667000   4258271693|Costco Wholesale|||||||010c0224-81e6-493e-83e9-dd09d47ed736|||68||
1000000000000000|CAFE FRIDA NEW YORK ||||||||010cb13e-399e-4913-ab08-0b1a2cfb5921|||69|2014.03.14|51.82
1501000522010750000|CULVER'S OF VADNAI|Culver's|||||||0112d8c2-002b-429a-a7c4-a89f277f387c|||70||
1000564014801640|IAH CAMDENS              HOUSTON      TX||||||||0114e4e3-8225-4e21-937b-400055d27b43|||71||
1000616422451730|BUSH INT ARPT AB Q96 HOUSTON TX|George Bush Intercontinental Airport|||||||0114e4e3-8225-4e21-937b-400055d27b43|||72|5/17/14|171
1000564014682050|MIRCH MASALA CUISINE O   GROTON       CT|Mirch Masala|||||||0117b45f-5d12-4b39-9185-0f67ffc0497d|||73|5/10/14|27.29
1000000000000000|BIRK'S RESTAURANT      SANTA CLARA  CA||||||||011e470a-655f-4b39-8044-0943af2f054e|||74|2014.03.18|7
1000616422431330|BIG EDS PIZZA OAK RIDGE TN||||||||012350dc-e7d9-4d9f-9d7f-a95970038498|||75||
1000564013438820|ACERO                    ST LOUIS     MO||||||||012c1dab-b815-451d-8715-fd6018655b19|||76||
1000000000000000|CVS PHARMACY #1280 Q03 GREENWICH CT|CVS Pharmacy|||||||0134a020-8917-472e-b03a-eb6f3d7f4176|||77|2014.03.14|9.02
1000000000000000|WAL-MART #0494           NEWNAN       GA|Walmart|||||||01367f7b-c384-4f50-93c7-35f4521569b1|||78|2014.03.13|49.57
1000564012687210|FREEDOM  57   11010527   MINNETONKA   MN||||||||01377d99-1fa5-40d1-9429-46add826c3a2|||79||
1000000000000000|WALGREENS #6648 RESEDA CA|Walgreens|||||||0141267e-927b-4a8e-8123-c9318062273c|||80|2014.03.17|24.97
1000000000000000|SMUGGLERS COVE ADVENTU   BRADENTON    FL||||||||01480235-fcfb-4d94-a5eb-8e0a7dcc9f3b|||81|2014.03.14|27.18
1000000000000000|TARGET T1051 1051        TAMPA        FL|Target|||||||01498a41-e4e6-4255-bdc1-6da94e93046d|||82|2014.03.18|55.46
1000137239532650|AMC WOODINVILLE 12 #24 WOODINVILLE  WA||||||||014c97c9-90e1-4f7e-b830-38b6f1daa65a|||83||
1000616411240570|NOAH'S BAGELS #2170 SAN JOSE CA|Noah's Bagels|||||||014d1bd1-ef02-4e15-9c98-82c09f75e14d|||84||
1000616411731680|LOST AND FOUND LLC PHILADELPHIA PA||||||||01527992-f20a-4c16-8dc1-620c0fe2fb50|||85||
1000616410190790|BEN & JERRY'S NEWB BOSTON MA|Ben & Jerry'S|||||||01557b6b-1a0c-48a5-b21e-adc088acc87b|||86||
1000000000000000|NOB HILL  #602           GILROY       CA|Nob Hill|||||||0158b851-8bf5-4a78-b40d-2ad137a00403|||87|2014.03.17|38.31
1000564012404210|SPIRIT OF 76 WINES AND MANASQUAN NJ 08736 USA||||||||01599680-e54c-012e-20bf-00259004449e|||88||
1000137237775420|FRED-MEYER #0215       KENT         WA|Fred Meyer Stores|||||||015dc604-4283-4f19-be43-8af5c0f0da55|||89||
1000137236792820|TACO BELL 029943|Taco Bell|||||||015e9f0b-ddec-4603-a2d1-b9a6fb8b8bf8|||90||
1000616411972940|BANANA LEAF INC MILPITAS CA|Banana Leaf|||||||0163009d-9686-4c9a-af30-776335c97c49|||91||
1000137221416040|CHERRY HILL IMPORTS    CHERRY HILL  NJ||||||||0167c911-f29a-4376-a8f6-3540c04b9828|||92||
1000616411731680|DUNKIN #338118 Q35 ORANGE MA|Dunkin' Donuts|||||||016fd8ac-683c-40c2-8261-d4b804b16f83|||93||
1000564014556950|MARRAKESH MOROCCAN RES   SEATTLE      WA||||||||0175d515-33c6-4d14-b99f-dd660466bffa|||94||
1000564012403060|SOUPLANTATION 26 Q02     SAN BERNARDINCA|SOUPLANTATION|||||||01786f2a-a29a-48a5-919f-cf30c04118ce|||95||
1000564013952790|ACADEMY SPORTS #133      EL PASO      TX|Academy Sports|||||||017a8532-a4da-4065-b281-9e78ca1db51a|||96||
1000000000000000|ALE YEAH! CRAFT BEERDECATUR ||||||||017d3fe8-5859-470b-a956-867fc0e7b9b4|||97|2014.03.14|14.96
1000564012113210|HOCKESSIN ATHLETIC CLU   302-2396688  DE||||||||017e41fc-9b95-4d63-98c2-d4796e100d3d|||98|5/10/14|199
1000564013298850|SAWS EBILL PAYMENTS      02102333814  TX||||||||01843649-8dc7-47be-a46c-459e45034352|||99|5/9/14|60.9
1000137220633600|TALBOTS #1016 000001BARRINGTON  05080264140 8009929010|The Talbots, Inc.|||||||0187b4d3-98ba-414f-a392-1073c11f5630|||100||
1000137212396400|NAMASTE PLAZA QPS DUBLIN CA|Namaste Plaza|||||||018bf255-c1a7-4b20-b00d-c6c0977d0c99|||101||
1000564013154520|MCDONALD'S F15517        GILBERT      AZ|McDonald's|||||||018c8322-5c38-4718-8458-7604d2a6dbc4|||102|5/10/14|
1000564013478390|DOMINO'S 5488            662-895-2137 TN|Domino's Pizza|||||||018d623d-95d7-4e3d-9024-c24386470d39|||103||
1000616422236570|BATTERIES PLUS BUL WACO TX|BATTERIES PLUS|||||||01996be3-c303-447b-9c1e-547ea3102303|||104||
1000616423563720|ZIMMERMAN LAKE VIEW F VALHALLA NY||||||||01a1139c-593c-4789-bcb7-4a091caca7f0|||105|5/28/14|
1000000000000000|ACADEMY SPORTS #20 COLLEGE STATITX|Academy Sports|||||||01a883fc-1181-4ec6-b823-07d1517f4d9a|||106|2014.02.24|32.46
1000000000000000|ROANOKE NATURAL FOODS ROANOKE VA|Natural Foods|||||||01a88bfd-98ed-48cc-8c07-825eec18de88|||107|2014.03.19|47
1000564013191160|WHATABURGER 162    Q26   AUSTIN       TX|Whataburger|||||||01aa0c9a-9720-4123-8d03-5a332639f05b|||108|5/15/14|6.81
1000137211955060|SUSHI HANA 00-080236SAN FRANCIS 31017394135 RESTAURANT||||||||01ab0c45-9d83-467c-bfa3-df4f429cffcd|||109|5/14/14|194.68
1000564013035660|CARNETT'S - BUFORD HWY   DORAVILLE    GA|Carnett's Duluth Car Wash|||||||01af9f87-366d-4eb9-ac33-9d8d1c43be4a|||110||
1000137217740810|COSTCO WHSE #0041 00SANTA ROSA  019705000   7075783775|Costco Wholesale|||||||01b13805-4437-48a4-8e8c-6e7cc5c46638|||111||
1000564012947220|COSTCO WHSE #0041 0000000SANTA ROSA   CA|Costco Wholesale|||||||01b13805-4437-48a4-8e8c-6e7cc5c46638|||112|5/8/14|155.86
1000137226676620|MACY'S EAST #693|Macy's|||||||01b78913-fbde-4e7c-b9ee-cdcd02b9dca3|||113||
1000137242578830|THEWASSERSTROMCOMPANY|Wasserstrom|||||||01ba5494-7c9c-4e52-8132-c652da95967f|||114||
1000616410559350|DUMBO KITCHEN 88430092 BROOKLYN||||||||01c247f2-60a7-4fc8-ab3d-104a4d7d16c9|||115||
1000564012454550|ALBERTOS CANTINA PLEAS   PLEASANTON   CA|Albertos|||||||01c75d6f-3fc7-4d11-872d-900962f081ed|||116||
1000564012838530|PRINCETON HOMEBREW||||||||01c8a703-9e23-4bbf-aec1-edea52a5acd9|||117||66.82
1000616422971020|PORKCHOP - CHICAGO CHICAGO IL||||||||01d5e184-b1c1-46d4-a0b2-46eb11cc47d6|||118||
1000616412502250|TODAYS BUSINESS SOLUTI 06305371370 IL||||||||01d75969-874a-46eb-a827-5bc144afaa1c|||119||
1000281211429340|MCDONALD'S F16283|McDonald's|||||||01d8ccf7-6559-4dd2-8433-3b1d9f4574af|||120||
1000137210223340|#04106 ALBERTSONS|Albertsons|||||||01da939b-72ad-4f88-9eed-3aa5042c3215|||121||
1000137210223340|#04106 ALBERTSONS EULESS TX|Albertsons|||||||01da939b-72ad-4f88-9eed-3aa5042c3215|||122||
1000000000000000|ULTA 3 #91               ROUND ROCK   TX|ULTA|||||||01e04239-226b-443c-b913-042e2f280354|||123|2014.03.13|58
1000616422767950|ABIGAIL MICHAELS CONCI 2127842390 NY|Michaels Stores, Inc.|||||||01e87893-21c3-4f84-b548-d6610b2373c7|||124||
1000281211421330|CROUCHING TIGER BAR REDWOOD CITY CA 94063 USA||||||||01e9538b-1425-4f90-99e1-b7cbfcb5e2b7|||125|5/8/14|
1000137224212570|SUNOCO E BRUNSWICKA NJ|Sunoco|||||||01ecac7d-0f37-4512-b4b0-84b8e0a8132b|||126|5/17/14|53
1000564012122080|FIRST WATCH 70 FIRST WATCST. PETERS   MO|First Watch|||||||01f6bcaf-f7d8-4de4-ac7e-d45b67ac9bfc|||127||
1000564012270320|LOWES #00447*            CHRISTIANSBURVA|Lowe's|||||||0203741f-0fc9-4e08-a049-541a6844b956|||128||
1000000000000000|PRO NAILS & SKIN         ROUND ROCK   TX||||||||02091537-da82-496a-80e9-8f07c1d6607d|||129|2014.03.13|35
1501000522010750000|TARGET 00007518|Target|||||||0214c711-f56c-4b39-8191-ac89aa0cddb8|||130||
1000564012598600|IHOP 3083                PHOENIX      AZ|\xc2\xa0IHOP|||||||0215fbf6-6dee-414a-b559-115f158db140|||131|5/4/14|23.55
1501000522010750000|BACHMAN'S INC #0004||||||||021c31f9-9979-435f-9190-35e879836dd2|||132||
1000000000000000|OLYMPIA DINER ELIZABETH NJ||||||||022989b8-9b9f-487e-8269-f5c899395307|||133|2014.03.13|14.88
1000564014941700|MASSAGE ENVY 0558        928-526-3689 AZ||||||||022c11dd-c685-458c-8b66-158f036afcd1|||134||10
2000000000000000|CAFE D'ETOILE LOS ANGELES CA||||||||022c314a-947a-4773-9141-430ee40a3ec7|||135|2014.03.08|36.4
1000137210070760|MORNING GLORY CAFE||||||||022d6c9c-7913-4e9e-9343-22334fcb97c2|||136||
1000616411919320|RALPHS #0759 LOS ANGELES CA|Ralphs|||||||0231b540-75aa-4fdf-b0fa-068838900c0b|||137||
1000564014898550|TARARA WINERY       LEESBURG    7037717100||||||||023b24df-13b6-4648-9da1-fbae3b230c8d|||138|5/10/14|12.72
1000564013031550|DAIRY QUEEN #13021       LEITCHFIELD  KY|Dairy Queen|||||||023c5f20-a51b-4305-b0ec-583a87bc17be|||139|5/24/14|
971000522010589000|PETSMART INC 1569|PetSmart|||||||023e3ce6-3887-402b-89df-53926f929fe2|||140||
1000524411158340|HAUTELOOK  XXXXX0041 XXXXX7843 CA|HauteLook|||||||023e3fff-876c-4e0a-be7a-190eefc95267|||141||
1000524411158340|HAUTELOOK  XXXXX0041 XXXXX7843 CA|HauteLook|||||||023e3fff-876c-4e0a-be7a-190eefc95267|||142||
1000137212396400|KOHL'S #0761 PLEASANTON CA|Kohl's|||||||023e57b5-d012-4494-9919-b79079eee70e|||143||
1000137234804100|MCDONALD'S F2155       FAIRBANKS    AK|McDonald's|||||||024219d9-070e-429b-850b-8d988ad25f72|||144||
1000137230194130|JACK IN THE BOX 339|Jack-In-The-box|||||||024b294e-a7e9-49df-b150-d99db2badce6|||145||
1000616410703070|RALPHS #0004 LAGUNA BEACH CA|Ralphs|||||||0254ec48-4642-4515-8e3e-a3ac1f6998f4|||146|5/24/14|18.13
1000137232901210|SUNFLOWER BAKERY & CAF||||||||025a6ff2-c22d-4fab-8faf-f20c79056eaa|||147||
1000137232620650|SELWYN AVENUE PUB||||||||025dee81-ff9b-4589-b965-e7f9d4ecc6d8|||148|5/8/14|
1000564012370780|CVSPHARMACY #0727  Q03   JACKSONVILLE FL|CVS Pharmacy|||||||02641ab4-a278-42b5-88d1-26ca1de06b6b|||149||11.67
1000281211429340|The Still||||||||026be13e-4fc0-4f12-934e-536c3cc07443|||150||
1000616423491000|WALGREENS #4292 PLANO TX|Walgreens|||||||0275bf3c-6c8f-429e-aca1-71fb7a3e92ac|||151||
1000564012262930|HANNAFORD #8360          QUEENSBURY   NY|Hannaford Supermarkets|||||||0275f15c-4333-4a56-b410-c8044b3641d6|||152||
1000524410460190|RIVER WATCH RESTAURANT  XXXXX0046 BALTIMORE MD||||||||027aa411-2aa8-43f3-9178-9b6e124790ee|||153||
1000564014068780|DENNY'S #0392 00000000017GILROY       CA|Denny's Restaurant|||||||027b149c-5110-455e-ad28-86ee6544110c|||154||
1000616410657440|TARGET 00021477 WEST COVINA CA|Target|||||||028990ce-0bed-4757-808d-80aa907edac5|||155||76.89
1000616422387680|BJ WHOLESALE #0001 MEDFORD MA|BJ's Wholesale Club, Inc|||||||028c3b91-263c-41dd-97c2-20b7e585e4bd|||156||
1000564013360040|PAPA'S CACHE SABROSO INC CHICAGO      IL||||||||0291520c-9d70-4efc-bb77-3df49eb693de|||157||
1000564013902160|GOLDEN CORRAL #259       CENTENNIAL   CO|Golden Corral|||||||0292eddf-7c7c-420e-9dd9-300734f79b24|||158|5/22/14|
2000000000000000|TRADER JOE'S #187 QPS SO SAN FRAN CA|Trader Joe's|||||||029d43c2-55ec-4678-a028-a399167485ed|||159|2014.03.16|4.98
2000000000000000|MCDONALD'S F5069         NEWPORT NEWS VA|McDonald's|||||||02a0d098-736e-4b02-9814-feed351a0b2a|||160|2014.03.18|4.97
2000000000000000|WALGREENS #5723 BRIDGEPORT CT|Walgreens|||||||02aa430e-6bd7-42ec-b2ee-a44f38ac8ca5|||161|2014.03.18|4.19
1501000522010750000|CHILI'S #305|Chili's|||||||02aa74ff-879c-4bf9-83f1-7498ad694888|||162||
1000564013438820|DELMAR HANLEY PHILLIPS   UNIVERSITY CIMO||||||||02b43f88-036c-4b06-9ace-cbff62bbbbd4|||163||
1000564014068780|BERNHARDS BREAD BAKERS LPMARIETTA     GA|Bakers|||||||02bf210d-ef6c-4498-84df-0751b26d9c8e|||164||
1000616411972940|Y.P.KOREAN CUISINE SANTA CLARA CA|Korean Cuisine|||||||02c05163-e3de-43f5-913d-116f536ef3e9|||165||
1000564012412550|WAYZATA WINE & SPIRITS   WAYZATA      MN|STORES WINE & SPIRITS|||||||02c65c7d-c87f-4544-8586-d7820e103ec8|||166||
1000137210223340|THE DECKER LAW FIRM PC||||||||02c711a8-ea4e-46e4-bf3f-d1c9b6da6a2c|||167||
1000137225002740|TRIPLE STAR CHINESE RE WEST HARTFORDCT||||||||02cedf47-b459-46db-98d0-69111cb69b5f|||168||
2000000000000000|BEST WESTERN FORNEY      FORNEY       TX|Best Western International|||||||02d22381-d3ae-481f-900b-f1456947f049|||169|2014.03.16|
1000616422853590|UNCLE VANYA CAFE` NEW YORK NY|UNCLE VANYA CAFE|||||||02d2cb50-45da-416b-bb05-c64086b7f176|||170|5/5/14|
2000000000000000|CVS 5195 XXXXX      SANFORD     XXXXXXXX    DRUG STORE/PHARMACY|CVS Pharmacy|||||||02d53720-0025-47ba-b0ae-aacdc92c0bb7|||171|2014.03.17|16.98
1501000522011550000|CALIFORNIA DO-IT CTR #11 TUJUNGA CA 91042 USA||||||||02d89d12-38d6-4ad0-809a-e093bffce17e|||172||
1000137234531790|PIZZA HUT 28345|Pizza Hut|||||||02dc421d-9f92-4fd4-a943-964002a00fb3|||173||
1000524410748260|USPS XXXXX0825  XXXXX0043 WASHINGTON DC|USPS|||||||02e2d4da-b0ed-4c92-9264-1d7667122a43|||174||
2000000000000000|WAL-MART STORE#2797 27 STURBRIDGE|Walmart|||||||02e90725-1d45-482b-9a5f-495c5be719b0|||175|2014.03.19|24.24
1000616412336940|CHIPOTLE 0036 CHICAGO IL|Chipotle|||||||02eb05a4-4e04-442b-a5dd-f48789911d8c|||176||
1000524411037660|A1A DISCOUNT BEVERAGES  XXXXX0046 BONITA SPRING FL||||||||02efa7be-6a60-4926-8474-26ab00e267d9|||177||
1000616422098100|CARTER'S #862 STERLING VA|Carter's|||||||02fc86b0-c2db-4aef-964c-d6d712eaf932|||178||
1000137225901750|WAL-MART #1547         LAFAYETTE    IN|Walmart|||||||02fec097-4ae2-48a5-a88d-1f1bca232407|||179||
1000616422964240|BELIVEAU ESTATE WINERY BLACKSBURG VA||||||||0305986a-a270-433a-beb1-f016b7749390|||180||
1000137214922830|LOWES #00288*|Lowe's|||||||030d4ab1-45c2-4eb7-b742-7f3401dfbf9f|||181||
1000137218285480|BUYBUYBABY#3033 ALPHARETTA GA|Buy Buy Baby|||||||0317216f-26ee-4286-853d-44205e92f93e|||182||45.59
1000281211512900|CVS PHARMACY #0503 Q|CVS Pharmacy|||||||031f562e-76fc-4139-bf36-525487846f29|||183||
1000137226676620|HYMEL'S RESTAURANT||||||||032ca8a7-c15a-4951-ae72-cda8c38087d5|||184||
1000564012970000|HANK'S OYSTER BAR        WASHINGTON   DC||||||||03311ae5-e9d9-4650-aa76-8695872d4450|||185||
1000564013952790|THE HOME DEPOT #6832     DEL RIO      TX|Home Depot|||||||034fe70d-c132-419c-993e-a352a45ad00b|||186||
1000616422236570|ABOCAS ITALIAN GRILL RICHARDSON TX||||||||0356c0ee-c7fe-4992-9107-491fa370cf05|||187||
1000616422427530|FRANGIPANI HAIR STUDIO JACKSONVILLE|Frangipani Beach Villas|||||||035945cf-d4ee-4763-ad53-da9fe61f8635|||188||
2000000000000000|CVS PHARMACY #1381 Q03   WARRENTON    VA|CVS Pharmacy|||||||035fe1c6-511a-4c12-a714-8b5307c65c69|||189|2014.03.18|37.34
1000616410674700|CHICK-FIL-A #01638 ODESSA TX|Chick -Fil-A|||||||0360ed1d-15f0-4a26-8e21-a75c176ca7b0|||190|5/8/14|
1000616422354800|APPLEBEE'S #1021 PARK CITY KS|Applebee's|||||||036160fb-4808-4811-90d2-bbfef65dec5b|||191||
